Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 44, nFeatures = 150

feature |          frame
     37 | ( 67.0,221.0)= 8971 ( 71.4,211.3)=    0 ( 70.7,202.5)=    0 ( 73.1,192.9)=    0 ( 74.0,185.5)=    0 ( 65.8,183.6)=    0 ( 50.5,186.5)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     38 | (348.0,638.0)= 8873 (352.8,632.2)=    0 (353.0,626.7)=    0 (355.5,619.5)=    0 (358.0,614.9)=    0 (354.0,616.3)=    0 (342.6,620.4)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     39 | (388.0,565.0)= 8829 (393.1,558.8)=    0 (394.2,553.3)=    0 (397.4,546.1)=    0 (400.3,541.0)=    0 (397.6,541.0)=    0 (387.9,544.2)=    0 (375.4,546.1)=    0 (364.4,550.9)=    0 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 ( -1.0, -1.0)=   -3 
     40 | (373.0,521.0)= 8795 (378.3,514.8)=    0 (379.5,509.0)=    0 (383.2,501.7)=    0 (386.2,496.4)=    0 (383.7,495.8)=    0 (375.0,498.2)=    0 (363.2,499.5)=    0 (352.7,503.7)=    0 (338.7,508.8)=    0 (323.2,515.2)=    0 (306.9,520.8)=    0 (291.4,522.2)=    0 (272.1,521.6)=    0 (258.5,522.0)=    0 (245.2,523.3)=    0 (232.3,524.9)=    0 (222.5,528.9)=    0 (209.2,531.8)=    0 (194.2,536.0)=    0 (184.6,539.7)=    0 (177.4,544.4)=    0 (169.3,550.3)=    0 (159.3,555.7)=    0 (147.1,563.7)=    0 (131.6,566.1)=    0 (121.9,559.9)=    0 (113.0,561.1)=    0 (108.3,561.7)=    0 ( 95.8,557.5)=    0 ( 83.0,554.0)=    0 ( 77.1,548.7)=    0 ( 75.5,549.7)=    0 ( 77.5,553.2)=    0 ( 77.1,556.8)=    0 ( 73.1,557.9)=    0 ( 66.8,556.7)=    0 ( 54.0,556.6)=    0 ( 41.1,556.3)=    0 ( 29.2,552.4)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     41 | ( 85.0,367.0)= 8764 ( 89.3,358.6)=    0 ( 88.8,351.2)=    0 ( 91.4,342.4)=    0 ( 92.7,336.2)=    0 ( 86.0,335.5)=    0 ( 72.7,338.9)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     42 | (243.0,532.0)= 8486 (247.7,525.3)=    0 (248.2,519.3)=    0 (251.3,511.7)=    0 (253.5,506.4)=    0 (249.9,506.4)=    0 (239.7,509.3)=    0 (226.3,511.2)=    0 (214.3,516.0)=    0 (228.4,511.2)=    0 (241.5,507.3)=    0 (254.2,502.3)=    0 (238.6,503.3)=    0 (219.1,502.4)=    0 (205.6,502.5)=    0 (192.3,503.6)=    0 (179.4,504.8)=    0 (170.0,508.5)=    0 (156.8,510.9)=    0 (141.6,514.6)=    0 (132.4,518.4)=    0 (125.1,522.5)=    0 (117.3,528.3)=    0 (107.7,533.5)=    0 ( 96.4,541.2)=    0 ( 81.6,543.4)=    0 ( 72.3,537.1)=    0 ( 64.3,537.9)=    0 ( 60.1,538.3)=    0 ( 48.4,533.8)=    0 ( 36.2,530.0)=    0 ( 30.7,524.2)=    0 ( 29.8,524.7)=    0 ( 32.6,527.7)=    0 ( 32.8,531.0)=    0 ( 29.7,531.8)=    0 ( 24.2,530.3)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     43 | ( 77.0,207.0)= 8420 ( 81.4,197.1)=    0 ( 80.8,188.2)=    0 ( 83.1,178.3)=    0 ( 83.9,170.8)=    0 ( 76.0,168.6)=    0 ( 60.9,171.6)=    0 ( 40.5,171.4)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     44 | ( 99.0,470.0)= 8352 (103.2,462.4)=    0 (102.8,455.7)=    0 (105.6,447.4)=    0 (107.1,441.8)=    0 (101.6,441.8)=    0 ( 89.3,445.4)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     45 | (167.0,571.0)= 8330 (171.1,564.1)=    0 (170.8,558.0)=    0 (173.5,550.2)=    0 (175.3,545.3)=    0 (170.0,546.0)=    0 (158.5,549.8)=    0 (143.1,552.7)=    0 (129.6,558.4)=    0 (111.2,565.8)=    0 ( 90.9,574.3)=    0 ( 71.1,581.8)=    0 ( 51.5,584.7)=    0 ( 25.9,585.9)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     46 | (290.0,632.0)= 8247 (294.4,625.7)=    0 (294.4,620.1)=    0 (296.8,612.8)=    0 (298.8,608.0)=    0 (294.2,609.4)=    0 (282.5,613.6)=    0 (267.3,617.1)=    0 (254.0,623.3)=    0 (270.9,615.9)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     47 | (225.0,552.0)= 8100 (229.6,545.4)=    0 (229.9,539.4)=    0 (232.8,531.7)=    0 (234.9,526.6)=    0 (230.6,526.9)=    0 (220.0,530.2)=    0 (205.7,532.6)=    0 (193.3,537.7)=    0 (176.2,544.3)=    0 (157.7,552.1)=    0 (139.0,558.7)=    0 (120.6,560.9)=    0 ( 97.1,561.5)=    0 ( 80.7,562.6)=    0 ( 64.4,564.4)=    0 ( 48.9,566.2)=    0 ( 36.9,570.4)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     48 | (291.0,551.0)= 8043 (295.8,544.5)=    0 (296.5,538.6)=    0 (299.5,531.2)=    0 (302.0,526.1)=    0 (298.4,526.2)=    0 (288.3,529.3)=    0 (274.9,531.4)=    0 (263.1,536.4)=    0 (247.1,542.6)=    0 (229.6,550.2)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     49 | (255.0,541.0)= 7898 (259.5,534.3)=    0 (260.1,528.4)=    0 (263.1,520.7)=    0 (265.4,515.7)=    0 (261.7,515.6)=    0 (251.4,518.7)=    0 (238.0,520.8)=    0 (225.9,525.6)=    0 (209.6,531.8)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     50 | (320.0,618.0)= 7894 (324.7,611.9)=    0 (325.0,606.3)=    0 (327.6,599.0)=    0 (330.0,594.1)=    0 (325.8,595.3)=    0 (314.6,599.2)=    0 (300.3,602.3)=    0 (287.5,608.3)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     51 | (325.0,566.0)= 7865 (330.0,559.7)=    0 (330.6,553.9)=    0 (333.7,546.6)=    0 (336.1,541.6)=    0 (332.6,541.8)=    0 (322.4,545.1)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     52 | ( 61.0,125.0)= 7800 ( 65.7,114.4)=    0 ( 64.9,104.7)=    0 ( 67.2, 94.3)=    0 ( 67.8, 86.1)=    0 ( 58.9, 83.0)=    0 ( 42.5, 85.3)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     53 | (319.0,541.0)= 7700 (323.8,534.8)=    0 (324.8,528.9)=    0 (328.0,521.5)=    0 (330.6,516.4)=    0 (327.5,516.2)=    0 (317.9,519.0)=    0 (305.1,520.9)=    0 (293.9,525.7)=    0 (278.6,531.6)=    0 (261.6,538.6)=    0 (244.4,544.8)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     54 | (318.0,653.0)= 7580 (322.7,646.9)=    0 (322.5,641.6)=    0 (324.8,634.3)=    0 (327.1,629.8)=    0 (322.3,631.3)=    0 (310.4,635.8)=    0 (295.3,639.7)=    0 (281.8,646.1)=    0 (263.7,654.6)=    0 (243.7,664.5)=    0 (223.4,672.7)=    0 (203.4,676.6)=    0 (177.7,679.4)=    0 (159.4,682.1)=    0 (140.7,685.9)=    0 (122.5,689.7)=    0 (107.4,695.7)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     55 | (405.0,611.0)= 7549 (410.2,605.1)=    0 (411.1,599.9)=    0 (414.0,592.8)=    0 (416.9,587.9)=    0 (413.7,588.8)=    0 (403.5,592.4)=    0 (390.4,595.2)=    0 (378.5,600.6)=    0 (363.0,607.6)=    0 (345.3,615.9)=    0 (327.3,623.0)=    0 (310.1,625.9)=    0 (287.9,627.3)=    0 (272.1,629.3)=    0 (256.3,632.2)=    0 (240.7,635.4)=    0 (227.7,640.7)=    0 (211.4,645.3)=    0 (192.7,651.7)=    0 (180.7,657.4)=    0 (170.5,663.8)=    0 (159.7,671.1)=    0 (146.6,678.2)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
